filename,width,height,class,xmin,ymin,xmax,ymax,angle
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3939.jpg,426,240,gun,46,47,275,202,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3943.jpg,426,240,gun,120,88,188,147,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3943.jpg,426,240,gun,243,83,302,128,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3945.jpg,426,240,gun,74,27,345,218,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3946.jpg,426,240,gun,226,86,273,123,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3948.jpg,426,240,gun,98,19,297,147,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3950.jpg,426,240,gun,83,80,305,227,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3952.jpg,426,240,gun,124,101,351,232,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3956.jpg,426,240,gun,73,54,148,182,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3957.jpg,426,240,gun,178,14,264,152,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3959.jpg,426,240,gun,133,82,295,190,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3961.jpg,275,183,pistol,62,47,171,180,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3966.jpg,426,240,gun,335,2,404,96,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W397.jpg,500,500,pistol,107,71,190,137,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3973.jpg,426,240,gun,134,75,408,234,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3974.jpg,426,240,gun,164,38,421,221,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3977.jpg,426,240,gun,105,54,359,228,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3980.jpg,426,240,gun,144,55,212,167,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3989.jpg,426,240,gun,0,60,98,123,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4009.jpg,426,240,gun,97,46,277,155,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4017.jpg,426,240,gun,48,63,139,228,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4022.jpg,426,240,gun,93,71,192,135,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4029.jpg,426,240,gun,166,15,330,239,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W404.jpg,640,640,pistol,403,283,510,373,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4055.jpg,426,240,gun,163,62,234,179,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4063.jpg,1280,720,gun,431,40,841,715,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W407.jpg,225,225,pistol,25,73,83,136,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4073.jpg,1280,544,gun,223,33,870,539,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4083.jpg,225,225,pistol,1,13,223,151,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4087.jpg,1280,544,gun,439,143,949,443,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4094.jpg,261,193,pistol,6,1,64,52,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4097.jpg,1280,544,gun,0,97,329,333,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4098.jpg,1280,544,pistol,831,254,916,334,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4098.jpg,1280,544,pistol,216,225,303,303,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W410.jpg,300,168,gun,48,2,199,118,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4100.jpg,1280,544,pistol,349,159,522,320,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4106.jpg,1280,544,pistol,752,192,807,236,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4107.jpg,1280,544,gun,440,188,687,483,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4109.jpg,1280,544,gun,767,59,1047,509,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4111.jpg,1280,544,pistol,590,211,748,342,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4117.jpg,1280,544,gun,606,314,744,483,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4118.jpg,1280,544,gun,591,166,701,321,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4119.jpg,1280,544,gun,519,178,651,346,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4123.jpg,1280,544,gun,368,163,626,343,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4128.jpg,1280,544,gun,146,21,986,515,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4131.jpg,1280,544,gun,458,123,758,324,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4132.jpg,1280,544,pistol,81,260,317,462,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4147.jpg,1913,923,gun,237,341,509,564,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4148.jpg,1915,933,gun,649,557,1059,895,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W415.jpg,691,367,gun,0,0,689,419,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4153.jpg,1905,925,gun,554,64,1063,579,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4158.jpg,1901,919,gun,695,581,1223,878,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4168.jpg,1280,534,gun,484,150,638,383,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4169.jpg,1280,534,gun,954,123,1162,525,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4170.jpg,1280,534,pistol,917,88,1087,290,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4174.jpg,1280,534,gun,516,7,847,513,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4178.jpg,1280,534,gun,688,83,773,154,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4181.jpg,1280,534,gun,241,125,709,527,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4185.jpg,1280,534,gun,454,238,680,400,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4187.jpg,1280,534,gun,360,260,502,396,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4199.jpg,1280,534,gun,397,178,628,378,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W42.jpg,290,174,pistol,146,71,208,115,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4206.jpg,1280,534,gun,302,239,683,536,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4217.jpg,1280,534,gun,641,118,874,433,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W422.jpg,300,168,gun,26,3,262,158,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4227.jpg,276,183,pistol,1,20,198,181,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W423.jpg,221,228,gun,2,46,218,194,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4241.jpg,1280,534,gun,395,263,818,507,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4242.jpg,1280,534,pistol,187,353,382,534,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4243.jpg,1280,534,pistol,182,341,375,531,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4245.jpg,1280,534,pistol,406,205,496,291,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4248.jpg,1280,534,pistol,247,252,460,531,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4264.jpg,1280,534,pistol,246,159,290,203,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4268.jpg,1920,820,gun,873,174,1126,569,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4269.jpg,1920,820,gun,366,104,860,819,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4277.jpg,1920,820,gun,365,7,810,559,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4278.jpg,1920,820,gun,616,5,1296,811,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W429.jpg,275,183,gun,0,0,254,161,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4296.jpg,1920,1080,gun,1316,495,1863,838,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4297.jpg,1920,1080,gun,1022,549,1408,785,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4298.jpg,1920,1080,gun,1145,455,1410,644,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4302.jpg,1920,1080,gun,1006,183,1600,579,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4305.jpg,300,168,pistol,174,41,226,100,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4306.jpg,1920,1080,gun,989,455,1922,1010,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W432.jpg,300,168,gun,167,27,297,111,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4327.jpg,300,168,pistol,72,6,248,154,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4333.jpg,1920,1080,gun,374,486,921,897,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4337.jpg,1920,1080,gun,614,486,1172,836,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4340.jpg,1920,1080,gun,535,536,780,714,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4342.jpg,1920,1080,gun,294,300,933,723,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4351.jpg,1920,1080,gun,203,463,1032,1052,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4355.jpg,201,251,gun,70,6,212,240,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4358.jpg,185,273,pistol,3,10,48,59,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4359.jpg,295,171,pistol,190,76,258,139,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4362.jpg,0,0,gun,78,1,497,311,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4378.jpg,1992,1040,gun,936,276,1810,950,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4378.jpg,1992,1040,gun,351,128,711,483,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W438.jpg,276,183,gun,13,60,238,191,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4381.jpg,1000,787,gun,389,38,761,506,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4389.jpg,1911,793,pistol,0,443,307,674,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4397.jpg,1917,801,pistol,1533,283,1729,447,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4403.jpg,1829,781,pistol,1134,121,1336,387,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4409.jpg,1913,793,gun,824,0,1360,783,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4410.jpg,1907,793,gun,1135,294,1610,783,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4417.jpg,494,500,pistol,93,102,150,183,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4424.jpg,300,168,gun,120,97,236,176,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4425.jpg,276,183,pistol,37,0,209,185,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4427.jpg,275,183,gun,98,0,207,181,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4432.jpg,201,251,gun,58,3,209,243,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4434.jpg,285,177,pistol,54,86,114,132,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W444.jpg,275,183,gun,13,22,259,182,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4442.jpg,201,251,gun,66,0,211,241,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4445.jpg,302,167,pistol,169,77,281,167,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4446.jpg,300,168,pistol,76,65,128,109,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4448.jpg,275,183,pistol,0,27,110,109,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4452.jpg,318,159,gun,41,47,143,135,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4453.jpg,311,162,pistol,193,2,223,42,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4454.jpg,266,190,pistol,1,72,82,181,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4457.jpg,307,164,pistol,18,79,89,152,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4457.jpg,307,164,pistol,169,74,287,163,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4459.jpg,300,168,pistol,134,73,229,162,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W446.jpg,560,320,pistol,32,0,396,245,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4460.jpg,269,188,pistol,198,91,238,125,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4463.jpg,300,168,pistol,62,57,134,127,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4465.jpg,348,145,pistol,63,95,126,142,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4468.jpg,300,168,gun,33,48,211,174,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4471.jpg,207,243,pistol,154,100,189,143,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4473.jpg,280,180,gun,180,79,277,137,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4478.jpg,275,183,gun,0,70,66,117,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4479.jpg,300,168,pistol,150,59,206,107,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4482.jpg,225,225,gun,104,41,216,108,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4487.jpg,300,168,pistol,205,46,273,105,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4488.jpg,300,168,pistol,114,37,228,155,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4490.jpg,268,188,pistol,6,12,82,85,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4497.jpg,275,183,pistol,53,52,148,143,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4498.jpg,269,187,pistol,144,74,256,166,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4499.jpg,285,177,pistol,136,85,195,166,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4501.jpg,194,259,pistol,7,26,55,89,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W451.jpg,194,259,gun,21,47,171,259,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4530.jpg,1920,1080,pistol,1169,637,1789,1052,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4531.jpg,1920,1080,pistol,925,358,1620,833,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4533.jpg,1920,1080,pistol,902,217,1646,829,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4535.jpg,1920,1080,pistol,966,392,1783,1033,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4536.jpg,1920,1080,pistol,1076,474,1825,992,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4537.jpg,1920,1080,pistol,740,426,1351,939,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4540.jpg,1920,1080,pistol,1074,607,1487,944,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4541.jpg,1920,1080,pistol,290,540,953,1025,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4542.jpg,1920,1080,gun,461,306,1425,1081,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4545.jpg,600,266,pistol,0,0,256,189,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4550.jpg,624,352,pistol,124,178,254,298,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4552.jpg,1920,1080,gun,745,568,878,775,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4562.jpg,1920,1080,gun,497,208,1168,1045,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4565.jpg,1920,1080,gun,1377,81,1727,582,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4568.jpg,1920,1080,gun,1018,212,1469,888,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4570.jpg,1920,1080,gun,992,78,1460,756,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4573.jpg,1920,1080,gun,241,334,386,547,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4579.jpg,1920,1080,gun,693,239,1041,707,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4583.jpg,1000,669,pistol,220,28,551,410,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4588.jpg,272,185,pistol,75,121,137,169,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4592.jpg,3456,2304,gun,849,33,3381,2259,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W46.jpg,194,259,pistol,53,71,195,257,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4603.jpg,275,183,gun,6,1,73,113,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4607.jpg,244,206,gun,3,19,239,176,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4624.jpg,480,360,pistol,114,10,457,276,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4644.jpg,274,184,gun,68,4,271,179,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4645.jpg,275,183,gun,176,4,250,121,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4649.jpg,2000,1332,gun,66,3,571,843,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4662.jpg,275,183,gun,51,93,184,175,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4663.jpg,260,194,gun,48,50,259,185,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4664.jpg,300,168,gun,28,16,128,152,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4665.jpg,300,168,gun,32,97,136,164,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4674.jpg,647,363,pistol,167,142,276,241,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4680.jpg,1895,787,gun,338,164,826,713,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4681.jpg,1909,785,gun,517,282,971,772,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4693.jpg,1913,799,pistol,859,222,1574,722,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4695.jpg,1909,785,gun,777,451,1025,620,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4696.jpg,700,450,gun,76,165,487,428,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4696.jpg,700,450,gun,404,177,697,369,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4699.jpg,1920,1080,gun,705,639,1495,1136,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4701.jpg,960,600,pistol,506,225,691,416,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4702.jpg,620,400,gun,96,115,194,198,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4702.jpg,620,400,gun,493,19,611,119,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4703.jpg,1860,1080,pistol,1194,492,1623,904,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4704.jpg,706,437,pistol,334,208,484,411,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4708.jpg,640,274,gun,381,46,498,173,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4711.jpg,600,315,pistol,286,114,422,260,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4714.jpg,640,274,gun,296,92,428,234,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4726.jpg,640,274,gun,205,72,398,277,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4727.jpg,640,274,pistol,265,202,348,266,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4731.jpg,640,274,pistol,154,48,213,111,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4735.jpg,640,274,pistol,189,132,229,166,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4736.jpg,640,274,gun,343,41,450,131,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4745.jpg,300,250,pistol,135,83,299,198,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4751.jpg,640,274,gun,250,77,561,266,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4756.jpg,640,274,gun,167,47,266,130,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4766.jpg,225,225,pistol,24,58,223,208,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4767.jpg,640,274,gun,166,32,240,104,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W478.jpg,301,167,gun,121,8,234,161,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4800.jpg,3840,2160,pistol,2038,1070,2601,1514,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4805.jpg,3840,2160,pistol,1082,595,1931,1464,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4806.jpg,3840,2160,pistol,29,745,1267,1933,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4807.jpg,3840,2160,pistol,1844,728,3845,2212,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4811.jpg,3840,2160,pistol,2193,675,3707,2132,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4814.jpg,3840,2160,pistol,908,1278,1424,1703,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4815.jpg,3840,2160,pistol,1635,1587,2209,2074,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4816.jpg,3840,2160,pistol,1652,560,2210,1002,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4823.jpg,3840,2160,gun,1408,1165,2842,2072,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4828.jpg,3840,2160,gun,100,740,1300,1753,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W483.jpg,275,183,gun,58,21,214,145,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4838.jpg,3840,2160,gun,1332,190,1958,1275,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4839.jpg,3840,2160,gun,1664,735,3581,2244,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4842.jpg,3840,2160,gun,90,0,1771,2109,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4846.jpg,3840,2160,gun,1749,1268,3063,2069,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4846.jpg,3840,2160,gun,1959,1158,2983,1764,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4848.jpg,3840,2160,gun,233,99,2288,1531,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4857.jpg,3840,2160,gun,2991,978,3618,1925,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4859.jpg,3840,2160,gun,1673,107,3346,1284,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4860.jpg,3840,2160,gun,647,428,2054,1885,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4864.jpg,3840,2160,gun,2181,247,2824,1361,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4865.jpg,3840,2160,gun,2855,203,3909,1966,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4875.jpg,3840,2160,gun,2055,1142,2501,1447,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4877.jpg,620,325,pistol,12,58,218,232,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4883.jpg,3840,2160,gun,653,1015,888,1181,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4886.jpg,3840,2160,pistol,504,30,1886,1435,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4893.jpg,660,450,gun,53,7,284,201,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4895.jpg,310,163,pistol,86,0,263,167,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4902.jpg,999,692,pistol,268,23,856,669,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4903.jpg,286,176,pistol,54,13,269,162,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4907.jpg,6720,4480,pistol,2487,1552,5106,3451,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4920.jpg,848,400,pistol,473,92,739,288,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4922.jpg,2560,1440,gun,1271,643,1772,1437,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4924.jpg,2560,1440,gun,857,46,1811,789,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4931.jpg,1200,675,pistol,305,473,428,631,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4932.jpg,2560,1440,gun,2014,426,2598,1389,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4937.jpg,2560,1440,gun,1572,514,2020,907,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4938.jpg,2560,1440,gun,18,466,263,835,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4941.jpg,2560,1440,gun,869,471,1284,884,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4942.jpg,800,326,gun,174,138,514,339,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4946.jpg,2560,1440,gun,719,276,1554,1106,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4947.jpg,2560,1440,gun,1487,342,2454,1061,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4948.jpg,2560,1440,gun,460,131,668,479,1
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4950.jpg,2560,1440,gun,1537,621,1998,1423,1
